loan_id,image_type,path,relative_path,size_bytes,width,height,status,error,split,predicted_type,confidence
loan_0296,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0296/face_signing.jpg,loan_0296/face_signing.jpg,103857,1024,1024,ok,,test,face_signing,0.9984666
loan_0297,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0297/face_signing.jpg,loan_0297/face_signing.jpg,85651,1024,1024,ok,,train,face_signing,0.9965168
loan_0298,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0298/face_signing.jpg,loan_0298/face_signing.jpg,135876,1024,1024,ok,,train,face_signing,0.998637
loan_0299,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0299/face_signing.jpg,loan_0299/face_signing.jpg,239549,1254,1254,ok,,test,face_signing,0.99851805
loan_030,face_signing,/workspace/jinchuang_v4/extracted/data/loan_030/face_signing.jpg,loan_030/face_signing.jpg,177577,1024,1024,ok,,train,face_signing,0.99790394
loan_0300,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0300/face_signing.jpg,loan_0300/face_signing.jpg,174811,1024,1024,ok,,train,face_signing,0.9977062
loan_0301,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0301/face_signing.jpg,loan_0301/face_signing.jpg,127026,1024,1024,ok,,train,face_signing,0.9985543
loan_0302,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0302/face_signing.jpg,loan_0302/face_signing.jpg,139869,1024,1024,ok,,train,face_signing,0.99867415
loan_0303,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0303/face_signing.jpg,loan_0303/face_signing.jpg,109862,1024,1024,ok,,train,face_signing,0.99808574
loan_0304,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0304/face_signing.jpg,loan_0304/face_signing.jpg,123095,1024,1024,ok,,test,face_signing,0.9989473
loan_0305,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0305/face_signing.jpg,loan_0305/face_signing.jpg,122132,1024,1024,ok,,test,face_signing,0.99405056
loan_0306,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0306/face_signing.jpg,loan_0306/face_signing.jpg,143393,1024,1024,ok,,train,face_signing,0.998027
loan_0307,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0307/face_signing.jpg,loan_0307/face_signing.jpg,127816,1024,1024,ok,,val,face_signing,0.998835
loan_0308,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0308/face_signing.jpg,loan_0308/face_signing.jpg,287192,1254,1254,ok,,train,face_signing,0.9987136
loan_0309,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0309/face_signing.jpg,loan_0309/face_signing.jpg,148568,1024,1024,ok,,train,face_signing,0.9982943
loan_031,face_signing,/workspace/jinchuang_v4/extracted/data/loan_031/face_signing.jpg,loan_031/face_signing.jpg,151932,1024,1024,ok,,train,face_signing,0.9962406
loan_0310,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0310/face_signing.jpg,loan_0310/face_signing.jpg,137595,1024,1024,ok,,train,face_signing,0.9945403
loan_0311,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0311/face_signing.jpg,loan_0311/face_signing.jpg,153885,1024,1024,ok,,train,face_signing,0.99758077
loan_0312,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0312/face_signing.jpg,loan_0312/face_signing.jpg,334207,1254,1254,ok,,test,face_signing,0.99884987
loan_0313,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0313/face_signing.jpg,loan_0313/face_signing.jpg,331093,1254,1254,ok,,train,face_signing,0.9979881
loan_0314,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0314/face_signing.jpg,loan_0314/face_signing.jpg,112622,1024,1024,ok,,train,face_signing,0.9989956
loan_0315,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0315/face_signing.jpg,loan_0315/face_signing.jpg,265359,1254,1254,ok,,val,face_signing,0.99786323
loan_0316,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0316/face_signing.jpg,loan_0316/face_signing.jpg,131615,1024,1024,ok,,val,face_signing,0.99742424
loan_0317,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0317/face_signing.jpg,loan_0317/face_signing.jpg,111181,1024,1024,ok,,train,face_signing,0.9989793
loan_0318,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0318/face_signing.jpg,loan_0318/face_signing.jpg,127286,1024,1024,ok,,train,face_signing,0.9970323
loan_0319,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0319/face_signing.jpg,loan_0319/face_signing.jpg,124527,1024,1024,ok,,train,face_signing,0.9986687
loan_032,face_signing,/workspace/jinchuang_v4/extracted/data/loan_032/face_signing.jpg,loan_032/face_signing.jpg,155807,1024,1024,ok,,train,face_signing,0.994659
loan_0320,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0320/face_signing.jpg,loan_0320/face_signing.jpg,149224,1024,1024,ok,,train,face_signing,0.99309945
loan_0321,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0321/face_signing.jpg,loan_0321/face_signing.jpg,130488,1024,1024,ok,,val,face_signing,0.9979578
loan_0322,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0322/face_signing.jpg,loan_0322/face_signing.jpg,128176,1024,1024,ok,,train,face_signing,0.99838495
loan_0323,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0323/face_signing.jpg,loan_0323/face_signing.jpg,347564,1254,1254,ok,,train,face_signing,0.99863285
loan_0324,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0324/face_signing.jpg,loan_0324/face_signing.jpg,138436,1024,1024,ok,,test,face_signing,0.99836475
loan_0325,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0325/face_signing.jpg,loan_0325/face_signing.jpg,105712,1024,1024,ok,,train,face_signing,0.99668604
loan_0326,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0326/face_signing.jpg,loan_0326/face_signing.jpg,124136,1024,1024,ok,,train,face_signing,0.9966593
loan_0327,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0327/face_signing.jpg,loan_0327/face_signing.jpg,162017,1024,1024,ok,,train,face_signing,0.9966204
loan_0328,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0328/face_signing.jpg,loan_0328/face_signing.jpg,124168,1024,1024,ok,,train,face_signing,0.99781346
loan_0329,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0329/face_signing.jpg,loan_0329/face_signing.jpg,120536,1024,1024,ok,,train,face_signing,0.9959198
loan_033,face_signing,/workspace/jinchuang_v4/extracted/data/loan_033/face_signing.jpg,loan_033/face_signing.jpg,188748,1024,1024,ok,,train,face_signing,0.9966948
loan_0330,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0330/face_signing.jpg,loan_0330/face_signing.jpg,135553,1024,1024,ok,,train,face_signing,0.9981085
loan_0331,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0331/face_signing.jpg,loan_0331/face_signing.jpg,147697,1024,1024,ok,,train,face_signing,0.9962993
loan_0332,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0332/face_signing.jpg,loan_0332/face_signing.jpg,143766,1024,1024,ok,,train,face_signing,0.9980107
loan_0333,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0333/face_signing.jpg,loan_0333/face_signing.jpg,101193,1024,1024,ok,,val,face_signing,0.99802834
loan_0334,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0334/face_signing.jpg,loan_0334/face_signing.jpg,112505,1024,1024,ok,,train,face_signing,0.9981869
loan_0335,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0335/face_signing.jpg,loan_0335/face_signing.jpg,140813,1024,1024,ok,,train,face_signing,0.9975078
loan_0336,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0336/face_signing.jpg,loan_0336/face_signing.jpg,86884,1024,1024,ok,,train,face_signing,0.99433196
loan_0337,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0337/face_signing.jpg,loan_0337/face_signing.jpg,118583,1024,1024,ok,,train,face_signing,0.9948177
loan_0338,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0338/face_signing.jpg,loan_0338/face_signing.jpg,105122,1024,1024,ok,,train,face_signing,0.9975414
loan_0339,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0339/face_signing.jpg,loan_0339/face_signing.jpg,120890,1024,1024,ok,,train,face_signing,0.9988483
loan_034,face_signing,/workspace/jinchuang_v4/extracted/data/loan_034/face_signing.jpg,loan_034/face_signing.jpg,189348,1024,1024,ok,,train,face_signing,0.9936925
loan_0340,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0340/face_signing.jpg,loan_0340/face_signing.jpg,138479,1024,1024,ok,,train,face_signing,0.9971585
loan_0341,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0341/face_signing.jpg,loan_0341/face_signing.jpg,114380,1024,1024,ok,,test,face_signing,0.9985781
loan_0342,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0342/face_signing.jpg,loan_0342/face_signing.jpg,117752,1024,1024,ok,,val,face_signing,0.9988103
loan_0343,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0343/face_signing.jpg,loan_0343/face_signing.jpg,126933,1024,1024,ok,,train,face_signing,0.99858713
loan_0344,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0344/face_signing.jpg,loan_0344/face_signing.jpg,116797,1024,1024,ok,,train,face_signing,0.9988845
loan_0345,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0345/face_signing.jpg,loan_0345/face_signing.jpg,135491,1024,1024,ok,,val,face_signing,0.99856097
loan_0346,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0346/face_signing.jpg,loan_0346/face_signing.jpg,115781,1024,1024,ok,,val,face_signing,0.99786264
loan_0347,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0347/face_signing.jpg,loan_0347/face_signing.jpg,105588,1024,1024,ok,,train,face_signing,0.99856985
loan_0348,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0348/face_signing.jpg,loan_0348/face_signing.jpg,371034,1254,1254,ok,,test,face_signing,0.9980494
loan_0349,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0349/face_signing.jpg,loan_0349/face_signing.jpg,114107,1024,1024,ok,,train,face_signing,0.9981805
loan_035,face_signing,/workspace/jinchuang_v4/extracted/data/loan_035/face_signing.jpg,loan_035/face_signing.jpg,159823,1024,1024,ok,,train,face_signing,0.99848574
loan_0350,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0350/face_signing.jpg,loan_0350/face_signing.jpg,106579,1024,1024,ok,,train,face_signing,0.99910885
loan_0351,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0351/face_signing.jpg,loan_0351/face_signing.jpg,135330,1024,1024,ok,,train,face_signing,0.99854904
loan_0352,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0352/face_signing.jpg,loan_0352/face_signing.jpg,126301,1024,1024,ok,,train,face_signing,0.9956312
loan_0353,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0353/face_signing.jpg,loan_0353/face_signing.jpg,113928,1024,1024,ok,,train,face_signing,0.99811816
loan_0354,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0354/face_signing.jpg,loan_0354/face_signing.jpg,140284,1024,1024,ok,,train,face_signing,0.9987513
loan_0355,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0355/face_signing.jpg,loan_0355/face_signing.jpg,119741,1024,1024,ok,,train,face_signing,0.99907
loan_0356,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0356/face_signing.jpg,loan_0356/face_signing.jpg,154814,1024,1024,ok,,train,face_signing,0.99669623
loan_0357,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0357/face_signing.jpg,loan_0357/face_signing.jpg,259619,1254,1254,ok,,val,face_signing,0.9981456
loan_0358,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0358/face_signing.jpg,loan_0358/face_signing.jpg,119495,1024,1024,ok,,train,face_signing,0.9984169
loan_0359,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0359/face_signing.jpg,loan_0359/face_signing.jpg,124369,1024,1024,ok,,train,face_signing,0.9976349
loan_036,face_signing,/workspace/jinchuang_v4/extracted/data/loan_036/face_signing.jpg,loan_036/face_signing.jpg,164780,1024,1024,ok,,train,face_signing,0.9952177
loan_0360,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0360/face_signing.jpg,loan_0360/face_signing.jpg,108035,1024,1024,ok,,val,face_signing,0.9988386
loan_0361,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0361/face_signing.jpg,loan_0361/face_signing.jpg,111106,1024,1024,ok,,test,face_signing,0.99909496
loan_0362,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0362/face_signing.jpg,loan_0362/face_signing.jpg,136809,1024,1024,ok,,test,face_signing,0.9987136
loan_0363,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0363/face_signing.jpg,loan_0363/face_signing.jpg,110211,1024,1024,ok,,train,face_signing,0.9990381
loan_0364,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0364/face_signing.jpg,loan_0364/face_signing.jpg,102403,1024,1024,ok,,train,face_signing,0.9983954
loan_0365,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0365/face_signing.jpg,loan_0365/face_signing.jpg,120447,1024,1024,ok,,val,face_signing,0.99672514
loan_0366,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0366/face_signing.jpg,loan_0366/face_signing.jpg,127887,1024,1024,ok,,train,face_signing,0.997757
loan_0367,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0367/face_signing.jpg,loan_0367/face_signing.jpg,143760,1024,1024,ok,,train,face_signing,0.99728525
loan_0368,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0368/face_signing.jpg,loan_0368/face_signing.jpg,113366,1024,1024,ok,,test,face_signing,0.99863225
loan_0369,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0369/face_signing.jpg,loan_0369/face_signing.jpg,113653,1024,1024,ok,,train,face_signing,0.9968141
loan_037,face_signing,/workspace/jinchuang_v4/extracted/data/loan_037/face_signing.jpg,loan_037/face_signing.jpg,163533,1024,1024,ok,,val,face_signing,0.99539524
loan_0370,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0370/face_signing.jpg,loan_0370/face_signing.jpg,117498,1024,1024,ok,,val,face_signing,0.99877304
loan_0371,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0371/face_signing.jpg,loan_0371/face_signing.jpg,108648,1024,1024,ok,,train,face_signing,0.99750996
loan_0372,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0372/face_signing.jpg,loan_0372/face_signing.jpg,290726,1254,1254,ok,,val,face_signing,0.99884844
loan_0373,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0373/face_signing.jpg,loan_0373/face_signing.jpg,113128,1024,1024,ok,,train,face_signing,0.9986767
loan_0374,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0374/face_signing.jpg,loan_0374/face_signing.jpg,108315,1024,1024,ok,,train,face_signing,0.99598014
loan_0375,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0375/face_signing.jpg,loan_0375/face_signing.jpg,118804,1024,1024,ok,,train,face_signing,0.9988919
loan_0376,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0376/face_signing.jpg,loan_0376/face_signing.jpg,116894,1024,1024,ok,,val,face_signing,0.99887484
loan_0377,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0377/face_signing.jpg,loan_0377/face_signing.jpg,126557,1024,1024,ok,,val,face_signing,0.9984127
loan_0378,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0378/face_signing.jpg,loan_0378/face_signing.jpg,151371,1024,1024,ok,,train,face_signing,0.99832183
loan_0379,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0379/face_signing.jpg,loan_0379/face_signing.jpg,140098,1024,1024,ok,,train,face_signing,0.9987161
loan_038,face_signing,/workspace/jinchuang_v4/extracted/data/loan_038/face_signing.jpg,loan_038/face_signing.jpg,143580,1024,1024,ok,,train,face_signing,0.9973061
loan_0380,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0380/face_signing.jpg,loan_0380/face_signing.jpg,134004,1024,1024,ok,,test,face_signing,0.99871695
loan_0381,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0381/face_signing.jpg,loan_0381/face_signing.jpg,121090,1024,1024,ok,,train,face_signing,0.9986142
loan_0382,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0382/face_signing.jpg,loan_0382/face_signing.jpg,101615,1024,1024,ok,,train,face_signing,0.99868745
loan_0383,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0383/face_signing.jpg,loan_0383/face_signing.jpg,117853,1024,1024,ok,,train,face_signing,0.9984446
loan_0384,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0384/face_signing.jpg,loan_0384/face_signing.jpg,105716,1024,1024,ok,,train,face_signing,0.9980835
loan_0385,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0385/face_signing.jpg,loan_0385/face_signing.jpg,106692,1024,1024,ok,,val,face_signing,0.9978236
loan_0386,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0386/face_signing.jpg,loan_0386/face_signing.jpg,115779,1024,1024,ok,,test,face_signing,0.9988121
loan_0387,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0387/face_signing.jpg,loan_0387/face_signing.jpg,116260,1024,1024,ok,,train,face_signing,0.99302447
loan_0388,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0388/face_signing.jpg,loan_0388/face_signing.jpg,108137,1024,1024,ok,,test,face_signing,0.99813676
loan_0389,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0389/face_signing.jpg,loan_0389/face_signing.jpg,113383,1024,1024,ok,,test,face_signing,0.9992694
loan_039,face_signing,/workspace/jinchuang_v4/extracted/data/loan_039/face_signing.jpg,loan_039/face_signing.jpg,160380,1024,1024,ok,,train,face_signing,0.9935782
loan_0390,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0390/face_signing.jpg,loan_0390/face_signing.jpg,108398,1024,1024,ok,,val,face_signing,0.9994567
loan_0391,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0391/face_signing.jpg,loan_0391/face_signing.jpg,136989,1024,1024,ok,,train,face_signing,0.99590033
loan_0392,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0392/face_signing.jpg,loan_0392/face_signing.jpg,134160,1024,1024,ok,,train,face_signing,0.99621934
loan_0393,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0393/face_signing.jpg,loan_0393/face_signing.jpg,114388,1024,1024,ok,,train,face_signing,0.9986254
loan_0394,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0394/face_signing.jpg,loan_0394/face_signing.jpg,118460,1024,1024,ok,,train,face_signing,0.99714077
loan_0395,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0395/face_signing.jpg,loan_0395/face_signing.jpg,115413,1024,1024,ok,,train,face_signing,0.9989048
loan_0396,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0396/face_signing.jpg,loan_0396/face_signing.jpg,101926,1024,1024,ok,,train,face_signing,0.99691594
loan_0397,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0397/face_signing.jpg,loan_0397/face_signing.jpg,118537,1024,1024,ok,,train,face_signing,0.9975102
loan_0398,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0398/face_signing.jpg,loan_0398/face_signing.jpg,305307,1254,1254,ok,,train,face_signing,0.99735415
loan_0399,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0399/face_signing.jpg,loan_0399/face_signing.jpg,127936,1024,1024,ok,,train,face_signing,0.99678683
loan_040,face_signing,/workspace/jinchuang_v4/extracted/data/loan_040/face_signing.jpg,loan_040/face_signing.jpg,163471,1024,1024,ok,,train,face_signing,0.9974406
loan_0400,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0400/face_signing.jpg,loan_0400/face_signing.jpg,122699,1024,1024,ok,,train,face_signing,0.9984162
loan_0401,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0401/face_signing.jpg,loan_0401/face_signing.jpg,130492,1024,1024,ok,,train,face_signing,0.99801815
loan_0402,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0402/face_signing.jpg,loan_0402/face_signing.jpg,141301,1024,1024,ok,,train,face_signing,0.9985348
loan_0403,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0403/face_signing.jpg,loan_0403/face_signing.jpg,118655,1024,1024,ok,,test,face_signing,0.9991178
loan_0404,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0404/face_signing.jpg,loan_0404/face_signing.jpg,126981,1024,1024,ok,,train,face_signing,0.99854773
loan_0405,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0405/face_signing.jpg,loan_0405/face_signing.jpg,125001,1024,1024,ok,,train,face_signing,0.9988018
loan_0406,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0406/face_signing.jpg,loan_0406/face_signing.jpg,138451,1024,1024,ok,,train,face_signing,0.998572
loan_0407,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0407/face_signing.jpg,loan_0407/face_signing.jpg,146755,1024,1024,ok,,train,face_signing,0.99846065
loan_0408,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0408/face_signing.jpg,loan_0408/face_signing.jpg,110475,1024,1024,ok,,train,face_signing,0.9985613
loan_0409,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0409/face_signing.jpg,loan_0409/face_signing.jpg,391982,1254,1254,ok,,train,face_signing,0.9979253
loan_041,face_signing,/workspace/jinchuang_v4/extracted/data/loan_041/face_signing.jpg,loan_041/face_signing.jpg,192721,1024,1024,ok,,train,face_signing,0.9932708
loan_0410,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0410/face_signing.jpg,loan_0410/face_signing.jpg,338144,1254,1254,ok,,train,face_signing,0.9976967
loan_0411,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0411/face_signing.jpg,loan_0411/face_signing.jpg,114611,1024,1024,ok,,val,face_signing,0.99831796
loan_0412,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0412/face_signing.jpg,loan_0412/face_signing.jpg,111947,1024,1024,ok,,train,face_signing,0.9986234
loan_0413,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0413/face_signing.jpg,loan_0413/face_signing.jpg,135935,1024,1024,ok,,val,face_signing,0.9977659
loan_0414,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0414/face_signing.jpg,loan_0414/face_signing.jpg,128468,1024,1024,ok,,train,face_signing,0.997329
loan_0415,face_signing,/workspace/jinchuang_v4/extracted/data/loan_0415/face_signing.jpg,loan_0415/face_signing.jpg,125951,1024,1024,ok,,train,face_signing,0.99887365
